card_id,target
C_ID_a632cb47de,-0.42567056
C_ID_92836e8cfd,-0.39236066
C_ID_715c9ee37c,-0.29847473
C_ID_8cdc6acec4,-0.41077286
C_ID_8ca96ad5af,-0.2215859
C_ID_54301a17f8,-0.38057795
C_ID_9fcd93541b,-0.3134733
C_ID_dbc336bad4,-0.31804138
C_ID_a6af5417f0,-0.3372594
C_ID_415fc459f1,-0.36679214
C_ID_e0a857bb94,-0.40610334
C_ID_ed487096e1,-0.3496494
C_ID_c3af389f96,-0.42567056
C_ID_524851647a,-0.42567056
C_ID_15cec22628,-0.26481825
C_ID_63cea539d2,-0.41596952
C_ID_89146fd05a,-0.42293596
C_ID_ab0d372843,-0.3546677
C_ID_c8df3dbb28,-0.42567056
C_ID_2d6553adc3,-0.37817898
C_ID_eb0cba1af9,-0.42567056
C_ID_e44fe24b69,-0.2406418
C_ID_78d7380cea,-0.39964712
C_ID_12b823c3ec,-0.400886
C_ID_e34f0d110f,-0.34809375
C_ID_9fb2eea47b,-0.26437873
C_ID_cf63664338,-0.31405511
C_ID_1a904c4537,-0.35040668
C_ID_5f1eda7477,-0.3050245
C_ID_5089081961,-0.36484346
C_ID_51d2a202ac,-0.34104848
C_ID_2fa504fb02,-0.40143973
C_ID_85eba2526e,-0.37754098
C_ID_45ee340077,-0.3586197
C_ID_42690c6e70,-0.30224866
C_ID_abdc9b2ed2,-0.33691856
C_ID_c85199b76e,-0.18536314
C_ID_7ffe4bd729,-0.40262192
C_ID_de06fcb25a,-0.38246837
C_ID_9e34c32449,-0.39565548
C_ID_1566603224,-0.40384522
C_ID_5aff05d6b1,-0.36365038
C_ID_8711d75f01,-0.42567056
C_ID_c6c9ad8f81,-0.33505064
C_ID_179ce6d0fa,-0.38371855
C_ID_b575185e9e,-0.3277496
C_ID_f652457b4b,-0.371167
C_ID_dfedf2f0e1,-0.41651878
C_ID_37a3826fef,-0.34142655
C_ID_3850b22223,-0.42567056
C_ID_f31bd58a7a,-0.42567056
C_ID_d9d0fe34b0,-0.39712095
C_ID_a06291166f,-0.40310064
C_ID_919f809d81,-0.2331067
C_ID_37ed75f403,-0.26935107
C_ID_0b371e50b1,-0.3178181
C_ID_9af1b515e2,-0.2697138
C_ID_9ff39d9f8f,-0.09035477
C_ID_29c4e05fbd,-0.28997335
C_ID_8271c9338e,-0.30619127
C_ID_9f3c474704,-0.40034217
C_ID_ec3af28b1b,-0.37050447
C_ID_f65d4000cf,-0.31754875
C_ID_71f27e88b6,-0.32573214
C_ID_68030cf3e9,-0.3345791
C_ID_45f00b3d45,-0.39587867
C_ID_70891a0d0c,-0.38710874
C_ID_3b6d8cafcf,-0.3845446
C_ID_004885878b,-0.39685664
C_ID_770c5d6625,-0.3442919
C_ID_d31c5d136d,-0.2618605
C_ID_7937c4bbfc,-0.31313777
C_ID_0cd0945f72,-0.34329653
C_ID_be0ad9b7eb,-0.42567056
C_ID_93f59bf677,-0.34824088
C_ID_6d986296cb,-0.42567056
C_ID_c4bb8234b4,-0.37993976
C_ID_eed977f280,-0.3813464
C_ID_f781a6faa6,-0.42567056
C_ID_bf905bf168,-0.42567056
C_ID_52303de7e7,-0.38325495
C_ID_911e8ffbe0,-0.42567056
C_ID_80e2d98076,-0.325476
C_ID_0a2c2f9f58,-0.42567056
C_ID_152f65c13d,-0.42567056
C_ID_8e08777375,-0.42567056
C_ID_f4d9706702,-0.20873518
C_ID_251951b363,-0.38107008
C_ID_69bcef0917,-0.32332313
C_ID_be968701f8,-0.29850227
C_ID_b64c326f44,-0.4133909
C_ID_fe577884d4,-0.42567056
C_ID_fd23ece68d,-0.42567056
C_ID_8c482027cc,-0.36697677
C_ID_6815c3cbb6,-0.42567056
C_ID_e546f5fb57,-0.37443113
C_ID_921a1654dd,-0.42078313
C_ID_4ee8c5fb95,-0.42567056
C_ID_3162e8711f,-0.36408308
C_ID_f4837e7c9d,-0.42567056
C_ID_4ffbfb9eda,-0.37216496
C_ID_23ba0a2ea7,-0.28008825
C_ID_48d5ee7ec3,-0.25781298
C_ID_737bc87c71,-0.42496198
C_ID_34379f9950,-0.42567056
C_ID_b1bc7601e7,-0.3857586
C_ID_895c06b9ad,-0.42567056
C_ID_fbf52e58cd,-0.3439352
C_ID_3edcb2f37a,-0.3024066
C_ID_19799f4e7d,-0.38903126
C_ID_e4575d884f,-0.19112776
C_ID_07c33a4a6c,-0.29037842
C_ID_614fd1294c,-0.42547315
C_ID_5f60de0fbe,-0.3952377
C_ID_f8334a2af7,-0.41049948
C_ID_900f77ee89,-0.32810515
C_ID_78036f1f3c,-0.2067912
C_ID_3e3690d009,-0.35755092
C_ID_15967b67cd,-0.21418011
C_ID_75048175f8,-0.41576603
C_ID_8abd5523d4,-0.22733045
C_ID_924940f9a0,-0.42567056
C_ID_abe97a2768,-0.35499948
C_ID_d2b41701e6,-0.42567056
C_ID_6079b41534,-0.3951029
C_ID_0ef64122db,-0.32550913
C_ID_99fe8ffc90,-0.3683038
C_ID_f1fbafcba2,-0.3879833
C_ID_2aa82ee67f,-0.37547007
C_ID_226f7e1fcf,-0.3341936
C_ID_541f56c580,-0.27720982
C_ID_2b11143b2d,-0.3508798
C_ID_9d7e6b0442,-0.31964493
C_ID_40e4e5d7e6,-0.40262192
C_ID_19d087b9fc,-0.27057204
C_ID_94e6fe1eb6,-0.40594006
C_ID_86e06aaa8f,-0.37445918
C_ID_8b36dfe26b,-0.34040302
C_ID_0c71ff8a3d,-0.3045027
C_ID_4ba3300d9c,-0.2360617
C_ID_44e2940deb,-0.42567056
C_ID_d886d9d92c,-0.3461281
C_ID_432fad8d0c,-0.34755027
C_ID_cfc3efa189,-0.25835317
C_ID_3d88817301,-0.41596952
C_ID_ac1e84b7e2,-0.30990788
C_ID_06a469f094,-0.34512246
C_ID_967ca675f9,-0.386779
C_ID_4b3fad31c5,-0.42567056
C_ID_9565236fc4,-0.20986223
C_ID_aaebc8d0ee,-0.26160067
C_ID_2f1f3ea8c6,-0.3317493
C_ID_38a6e3512e,-0.38257354
C_ID_ca8e73ecef,-0.3846071
C_ID_c02e054feb,-0.42567056
C_ID_f0aebb8ac0,-0.34673432
C_ID_eb2d23bda4,-0.3888892
C_ID_027336a1cb,-0.22382334
C_ID_a4df127591,-0.35210815
C_ID_b33e0f675e,-0.3734266
C_ID_c9e6f3c18d,-0.3765084
C_ID_a1e1912c2a,-0.40149015
C_ID_a84faa7483,-0.41120985
C_ID_9563a35a7f,-0.42567056
C_ID_4e2403e039,-0.31761575
C_ID_15260b770e,-0.32645613
C_ID_8a172c0c0d,-0.37505436
C_ID_c77547481e,-0.42567056
C_ID_83b5aea1f4,-0.37699664
C_ID_6270f83f56,-0.33343732
C_ID_77b17029f0,-0.36484712
C_ID_4c525e9990,-0.23222676
C_ID_749f3b1b93,-0.28627864
C_ID_078f82a791,-0.37068087
C_ID_cb76fb1021,-0.29542294
C_ID_c57f1bd5bc,-0.36893684
C_ID_f4c40ac4f7,-0.34505752
C_ID_4e20b37a37,-0.36396578
C_ID_1eb28223c7,-0.39186108
C_ID_8ed2fd4992,-0.41936877
C_ID_d78643dfba,-0.37706754
C_ID_34841f60d1,-0.42567056
C_ID_c49b07a4eb,-0.42567056
C_ID_97e34365fa,-0.26624453
C_ID_1ccdb537c4,-0.4117262
C_ID_318f5f397b,-0.38525936
C_ID_3566014e0c,-0.3172566
C_ID_b36ca5620f,-0.4153814
C_ID_77fb564437,-0.42567056
C_ID_54b2846a36,-0.28479832
C_ID_b3381af031,-0.42567056
C_ID_02988c4aa5,-0.34064054
C_ID_3a0b3293a9,-0.31704158
C_ID_81be2ff8b5,-0.39391184
C_ID_ca5a78c056,-0.375166
C_ID_004afee4c8,-0.42567056
C_ID_6b5a6490d9,-0.42567056
C_ID_dd55221656,-0.42567056
C_ID_ac254c01c1,-0.42567056
C_ID_6b0ac2784f,-0.42293596
C_ID_512386b5f4,-0.42567056
C_ID_00397e567f,-0.37389395
C_ID_721c9311f2,-0.31285152
C_ID_e9ec1792bb,-0.42567056
C_ID_16ecdcf2b0,-0.42567056
C_ID_e0e4cdfc53,-0.23724584
C_ID_f7bacba2a6,-0.3806771
C_ID_4a66bb13a4,-0.42567056
C_ID_4029e95979,-0.2946111
C_ID_084e4bc415,-0.40012112
C_ID_0e6d55e198,-0.42567056
C_ID_d9584a3eef,-0.37593552
C_ID_a2020cec79,-0.36327416
C_ID_82dd0eb44f,-0.42360696
C_ID_e07f48d910,-0.42567056
C_ID_b98e08fa85,-0.42567056
C_ID_50a7f7b582,-0.42567056
C_ID_614e35f5f9,-0.37302345
C_ID_65c74bcb80,-0.42567056
C_ID_6a59ab8b93,-0.32260284
C_ID_2fe4a13787,-0.42567056
C_ID_2002264e13,-0.3763401
C_ID_7d59cd0a0a,-0.3850146
C_ID_74bfc908d3,-0.42567056
C_ID_447defddbd,-0.32134548
C_ID_3d1742ba93,-0.39447108
C_ID_f4832ba39b,-0.18506384
C_ID_62aedb76df,-0.38421443
C_ID_1ad24f4054,-0.30463895
C_ID_45b8a92d09,-0.27606645
C_ID_f38f899c09,-0.27533835
C_ID_4c7fc71084,-0.2922125
C_ID_8c9e94b453,-0.40394238
C_ID_4071f3f254,-0.40182233
C_ID_dd8ef29568,-0.40262192
C_ID_5b122cf769,-0.32545644
C_ID_f685dd6847,-0.42567056
C_ID_abf6cde369,-0.39441848
C_ID_2332b4e032,-0.3645308
C_ID_f59b3b6bb2,-0.42567056
C_ID_a875715dd5,-0.31539732
C_ID_dde9fc744d,-0.02966854
C_ID_0e4f6af077,-0.36221373
C_ID_5fb87896d5,-0.42567056
C_ID_c1edb6769c,-0.31220108
C_ID_0cea064a88,-0.32538137
C_ID_15cefca902,-0.35398367
C_ID_ee56d3a693,-0.42567056
C_ID_3e032d1c6d,-0.42567056
C_ID_0db57787e6,-0.34958345
C_ID_61c15762f4,-0.08872071
C_ID_b913141b00,-0.394875
C_ID_eea9f2ef29,-0.39565548
C_ID_a71db4ee55,-0.32617846
C_ID_e76a1388bf,-0.41596952
C_ID_a03ffc05ed,-0.36669046
C_ID_8cdba66bb3,-0.38242456
C_ID_c75c069d25,-0.42567056
C_ID_93b958c812,-0.32572627
C_ID_36d82b4442,-0.36148083
C_ID_360fba8b39,-0.37024426
C_ID_86dc239658,-0.42567056
C_ID_8a141b8fa5,-0.42567056
C_ID_cd78d27cae,-0.3962837
C_ID_f3272c91a7,-0.36875924
C_ID_80c2af4684,-0.42567056
C_ID_c7acd44d7f,-0.42567056
C_ID_f3a6263458,-0.28678495
C_ID_1bbe8f7d6c,-0.42567056
C_ID_54b0f0f4bc,-0.36164692
C_ID_805319dcde,-0.307533
C_ID_cde9dcd6d8,-0.40522647
C_ID_1958bb5e7e,-0.29499206
C_ID_f171d9f575,-0.4164081
C_ID_4f475ca4b3,-0.3947505
C_ID_a4c382a70f,-0.42567056
C_ID_cdfb1c12e0,-0.38769194
C_ID_6171b2fbff,-0.36585304
C_ID_7cc96c7682,-0.37681684
C_ID_6b6d457a99,-0.42567056
C_ID_ed6d1338b5,-0.39786243
C_ID_17b2e43f41,-0.37128648
C_ID_f35856a259,-0.3216876
C_ID_de981b200b,-0.4124669
C_ID_95b1b111cf,-0.14699975
C_ID_8acb32794c,-0.3813134
C_ID_fe9f3f6d2d,-0.41457686
C_ID_e44d853f1b,-0.394875
C_ID_ec9ec8bf71,-0.37813538
C_ID_28405d2baa,-0.115632236
C_ID_65e8e8d243,-0.42567056
C_ID_4b8b9c7d69,-0.34450126
C_ID_a46e2e6ece,-0.40262192
C_ID_a7d1cd6b7c,-0.42567056
C_ID_225a5abc31,-0.2883827
C_ID_593218d660,-0.42567056
C_ID_c0d4f09669,-0.2781266
C_ID_d500eb1fc3,-0.4115941
C_ID_d4db589fc0,-0.40565243
C_ID_9753d91e5b,-0.40270725
C_ID_eaf6aee3d8,-0.4136988
C_ID_04024e939d,-0.39464322
C_ID_4552210868,-0.41077286
C_ID_d2d79eae51,-0.42567056
C_ID_19064fc2e6,-0.3514701
C_ID_e9ecdac068,-0.394875
C_ID_3222ce4b78,-0.40738386
C_ID_aaf9f16647,-0.3950089
C_ID_a5c1ae3eda,-0.41177538
C_ID_9fd254c19a,-0.42567056
C_ID_ab6451ac5a,-0.3071214
C_ID_45a7272424,-0.42567056
C_ID_7e9b4a1150,-0.35842052
C_ID_c2cff7a02e,-0.42567056
C_ID_51233cc976,-0.35975608
C_ID_6773f9bec3,-0.30431455
C_ID_20e84d59b1,-0.35749882
C_ID_9e1ce51f50,-0.35507083
C_ID_865161b242,-0.42567056
C_ID_7f8b5f6b09,-0.3072492
C_ID_0b94f181a1,-0.12362766
C_ID_0302f33b8f,-0.35055143
C_ID_554b755361,-0.42567056
C_ID_7e57334cc6,-0.3759201
C_ID_60c72c2c3a,-0.33295575
C_ID_b89dd01483,-0.31229526
C_ID_ca5374a321,-0.3879833
C_ID_8f9d3e108b,-0.29846787
C_ID_359291bd41,-0.4081488
C_ID_bb0cb76ef6,-0.38731652
C_ID_644b4ac8a4,-0.42293596
C_ID_53040a8a11,-0.41596952
C_ID_f874d2a704,-0.40574268
C_ID_5d91ed4112,-0.26752752
C_ID_794cba1242,-0.3650844
C_ID_a29e78e61f,-0.38011906
C_ID_d6e5994952,-0.36317277
C_ID_10beb4bb70,-0.42293596
C_ID_626716fe69,-0.2694829
C_ID_77dbe57a08,-0.41775355
C_ID_167522dd91,-0.3425429
C_ID_f11416b4b2,-0.41997397
C_ID_8fac1ea9ad,-0.35643703
C_ID_6725d9114f,-0.22066599
C_ID_63291ef8e8,-0.3798824
C_ID_2df7089ceb,-0.26372033
C_ID_47251b1d39,-0.42567056
C_ID_6987979396,-0.4094872
C_ID_6b20086f1c,-0.42567056
C_ID_37a125f1b2,-0.2665046
C_ID_c777351240,-0.20193629
C_ID_34bf4ce0c8,-0.38470602
C_ID_6c0d712012,-0.42505318
C_ID_be2e383ff9,-0.3256424
C_ID_7b9fb53bd7,-0.42567056
C_ID_9cac55659d,-0.34088302
C_ID_c8c081b4b4,-0.40262192
C_ID_c11976c7c3,-0.40184143
C_ID_5cf8a47b12,-0.2944938
C_ID_044a728838,-0.3086142
C_ID_5543af9094,-0.36532143
C_ID_1bf9371a0c,-0.42567056
C_ID_7658e8a511,-0.42567056
C_ID_3733f45c91,-0.35398102
C_ID_9737ad2640,-0.42567056
C_ID_7cd135df49,-0.36648834
C_ID_d3f9f29690,-0.2676071
C_ID_b68cb361b6,-0.4057558
C_ID_8826aad8ac,-0.41818252
C_ID_02bfcd2a89,-0.2945024
C_ID_74e2b4afaa,-0.4216098
C_ID_570c45720a,-0.33400914
C_ID_28721e2548,-0.39497846
C_ID_77b4a5295f,-0.4042574
C_ID_f77d9b9363,-0.35016662
C_ID_294a7efc9c,-0.40754235
C_ID_ea878ea059,-0.4218628
C_ID_d891906f01,-0.3851662
C_ID_c699b737ca,-0.42567056
C_ID_4f994469b2,-0.33388346
C_ID_ecd78bfd42,-0.37613177
C_ID_bf9c6e6521,-0.35159886
C_ID_5b1649cf49,-0.32976168
C_ID_f5cb867bfb,-0.22632748
C_ID_c37a157761,-0.39565548
C_ID_8aaa31d2ff,-0.3917289
C_ID_76248d4f9e,-0.4218628
C_ID_e38faf83ae,-0.3854407
C_ID_e065cf37d3,-0.4096714
C_ID_babeccf2f8,-0.35813767
C_ID_7619409e9b,-0.41077286
C_ID_1a1055f203,-0.42567056
C_ID_b39fc093e9,-0.40262192
C_ID_fe694de6d5,-0.42567056
C_ID_90d4298c15,-0.3585596
C_ID_616eb9e2a7,-0.3402711
C_ID_b396a31f08,-0.30877304
C_ID_0f19aa7bdc,-0.3507859
C_ID_acfd62662f,-0.41906258
C_ID_d6169ed844,-0.41596952
C_ID_4d8cd9ee19,-0.42567056
C_ID_672ccdd9aa,-0.38220695
C_ID_6b6974d92a,-0.3176445
C_ID_69cad65798,-0.34177262
C_ID_f2951acca9,-0.42567056
C_ID_98ce282a41,-0.42567056
C_ID_48461436c4,-0.40025303
C_ID_c67b515418,-0.42567056
C_ID_669b969118,-0.2503516
C_ID_1de37c1871,-0.31964803
C_ID_1f8bce815d,-0.35391146
C_ID_6e6b38cdd1,-0.33999884
C_ID_eed194a76a,-0.28657448
C_ID_98aea24ae2,-0.42293596
C_ID_3c336ae2a0,-0.22256032
C_ID_64d7e12627,-0.36934632
C_ID_23b0303da7,-0.36355558
C_ID_749f0fd6c4,-0.3376081
C_ID_09e183fb2e,-0.38554817
C_ID_73fb1dae5e,-0.3949292
C_ID_6fd5929c67,-0.42567056
C_ID_c1f78ed26c,-0.35866535
C_ID_77ca7d3439,-0.42567056
C_ID_3ad47606b4,-0.42567056
C_ID_d248a9b767,-0.3438097
C_ID_0ecfde16bc,-0.2972815
C_ID_6e7676a6fa,-0.29930502
C_ID_f887df96a8,-0.38107428
C_ID_c06da29075,-0.4193015
C_ID_0d019aba1b,-0.3908351
C_ID_a34d2bbdbf,-0.38685402
C_ID_66422419e7,-0.30869037
C_ID_aebbc78886,-0.42567056
C_ID_cbf3c2b584,-0.4191165
C_ID_1b4509d71e,-0.11623281
C_ID_98a2ea3f91,-0.3734655
C_ID_d0f9f78450,-0.31179708
C_ID_52eb502289,-0.1803904
C_ID_8207ac8679,-0.42293596
C_ID_692b99fa6f,-0.42567056
C_ID_90843b7a94,-0.42567056
C_ID_cb93ed467a,-0.3437239
C_ID_0122d12d54,-0.37122297
C_ID_2bc6e22ca3,-0.4218628
C_ID_5b35ce96b3,-0.35961178
C_ID_04d1b535c9,-0.24015562
C_ID_133f1c32fc,-0.41077286
C_ID_3f7b6f3d8e,-0.29535645
C_ID_109a0b0e85,-0.38175258
C_ID_6ad04db6f0,-0.42567056
C_ID_f417231338,-0.40597355
C_ID_ae9db8a856,-0.28988367
C_ID_af0bc0580f,-0.3594255
C_ID_f37d2517d8,-0.3568401
C_ID_88e7427589,-0.29064012
C_ID_144416ee6f,-0.41596952
C_ID_074a32ba02,-0.33727196
C_ID_a05e126aa7,-0.42567056
C_ID_5d050aa9e1,-0.39180186
C_ID_51ba2d5135,-0.3901837
C_ID_af03d43eb6,-0.42567056
C_ID_75b9883d33,-0.38480526
C_ID_0b7b51e522,-0.36410332
C_ID_025a582bd0,-0.37790754
C_ID_8def3ecd85,-0.298827
C_ID_3520de6da3,-0.23511288
C_ID_34ee53b696,-0.3186183
C_ID_c1d7694192,-0.40310064
C_ID_81a412a7ba,-0.37953117
C_ID_3a8b5b68ed,-0.30794978
C_ID_13f3e9e5ce,-0.26347333
C_ID_5f6082150b,-0.33243936
C_ID_92a14249ea,-0.39773723
C_ID_9976a8ffe9,-0.37219208
C_ID_83342afd60,-0.35729462
C_ID_875cadb7f5,-0.3908344
C_ID_97eb6836b7,-0.26011452
C_ID_bbb8d26140,-0.39708105
C_ID_66b2103231,-0.42567056
C_ID_9c11c8f212,-0.29231334
C_ID_d8837ff165,-0.42567056
C_ID_cedf04e754,-0.24920098
C_ID_44d150c95b,-0.3521058
C_ID_1cf8996ea0,-0.3375901
C_ID_810898f9b7,-0.2834513
C_ID_a0e6c48ac8,-0.32388845
C_ID_e74cf6dd97,-0.42567056
C_ID_5d7e2c0b6d,-0.3532362
C_ID_7bd5319112,-0.3738783
C_ID_0cc0512a9a,-0.42567056
C_ID_1dff3848d8,-0.19222055
C_ID_a45d84ca4c,-0.37189412
C_ID_910450843e,-0.3629856
C_ID_80acf3e66d,-0.23714891
C_ID_7dd50a82e0,-0.40622807
C_ID_96f678c220,-0.40262192
C_ID_f2a9d168ab,-0.42567056
C_ID_b60dece69e,-0.34463847
C_ID_189c9c9273,-0.37712705
C_ID_465e2075eb,-0.41195166
C_ID_c3f0c16f40,-0.40124968
C_ID_34e9d87d48,-0.42567056
C_ID_3f12f3e7af,-0.42567056
C_ID_abbb3ede6a,-0.39314905
